date,hour,day_of_week,device,ad_id,total_clicks,avg_cost_per_click
2023-11-03,18,4,MOBILE,1001,7,1.9866434439639238
2023-11-03,18,4,MOBILE,1003,2,2.9273449204939297
2023-11-03,19,4,MOBILE,1001,7,2.0425077731122707
2023-11-03,19,4,MOBILE,1003,2,4.237739642167277
2023-11-03,20,4,MOBILE,1001,2,2.424603482490906
2023-11-03,20,4,MOBILE,1003,8,3.2941583235182423
2023-11-03,21,4,MOBILE,1001,4,2.7978024213027783
2023-11-03,21,4,MOBILE,1003,2,2.4894928774670517
2023-11-03,22,4,MOBILE,1003,4,3.7847155392932477
2023-11-03,23,4,MOBILE,1001,4,1.9699888259161775
2023-11-03,23,4,MOBILE,1003,4,2.8945473292820116
2023-11-04,11,5,MOBILE,1001,3,2.2199510699069265
2023-11-04,11,5,MOBILE,1002,3,2.179923634049905
2023-11-04,12,5,MOBILE,1001,5,2.1628821322550498
2023-11-04,12,5,MOBILE,1002,1,2.027641798805198
2023-11-04,13,5,MOBILE,1001,3,2.5914508301343213
2023-11-04,13,5,MOBILE,1002,6,2.4438407745159147
2023-11-04,14,5,MOBILE,1001,14,2.612204504244018
2023-11-04,14,5,MOBILE,1002,2,4.080143273016243
2023-11-04,16,5,MOBILE,1001,8,2.1036827649552627
2023-11-04,17,5,MOBILE,1001,8,1.7503844454355681
2023-11-04,17,5,MOBILE,1003,1,4.252207979902483
2023-11-04,18,5,MOBILE,1001,8,1.978089457010745
2023-11-04,18,5,MOBILE,1003,1,3.4993282053232613
2023-11-04,19,5,MOBILE,1001,2,3.110773785771888
2023-11-04,19,5,MOBILE,1003,2,4.637900620621105
2023-11-04,20,5,MOBILE,1001,5,2.368838270513998
2023-11-04,20,5,MOBILE,1003,1,2.868121034961855
2023-11-04,21,5,MOBILE,1001,5,2.7932176826338524
2023-11-04,21,5,MOBILE,1003,1,4.210948047645144
2023-11-04,22,5,MOBILE,1001,2,1.5409548167085947
2023-11-04,22,5,MOBILE,1003,6,3.8868030083632554
2023-11-04,23,5,MOBILE,1001,3,2.399059262720888
2023-11-04,23,5,MOBILE,1003,1,3.825622372284672
2023-11-05,11,6,MOBILE,1001,5,2.3401805893565792
2023-11-05,11,6,MOBILE,1002,2,3.0787658618048965
2023-11-05,12,6,MOBILE,1001,1,0.6760844844858189
2023-11-05,12,6,MOBILE,1002,1,0.8054812018361304
2023-11-05,13,6,MOBILE,1001,3,2.2025343149872376
2023-11-05,13,6,MOBILE,1002,1,4.216261861296635
2023-11-05,14,6,MOBILE,1001,1,1.4847817065778617
2023-11-05,16,6,MOBILE,1001,4,2.6813592522633516
2023-11-05,17,6,MOBILE,1001,2,1.600691857224314
2023-11-05,18,6,MOBILE,1001,4,2.72380983204181
2023-11-05,19,6,MOBILE,1001,2,3.0037938425500466
2023-11-05,20,6,MOBILE,1001,4,1.6415743154870646
2023-11-05,21,6,MOBILE,1001,4,2.813538014076223
2023-11-06,11,0,MOBILE,1001,4,1.6339337709025132
2023-11-06,12,0,MOBILE,1001,5,2.472586438315939
2023-11-06,12,0,MOBILE,1002,3,2.8861384732617346
2023-11-06,13,0,MOBILE,1001,5,2.319718692253909
2023-11-06,13,0,MOBILE,1002,1,3.2467081262145454
2023-11-06,16,0,MOBILE,1001,6,2.419895717290782
2023-11-06,17,0,MOBILE,1001,4,3.3944578284372247
2023-11-06,18,0,MOBILE,1001,5,1.7444922423054656
2023-11-06,19,0,MOBILE,1001,1,1.9119527126997864
2023-11-06,20,0,MOBILE,1001,2,2.1366017713202994
2023-11-06,21,0,MOBILE,1001,4,2.9314336605298963
2023-11-07,11,1,MOBILE,1001,1,0.5683028277525144
2023-11-07,11,1,MOBILE,1002,2,2.031095317205261
2023-11-07,12,1,MOBILE,1001,4,2.4699875608089483
2023-11-07,13,1,MOBILE,1001,4,2.1454921262104785
2023-11-07,13,1,MOBILE,1002,2,2.5720365670689063
2023-11-07,14,1,MOBILE,1002,1,0.8833861463869872
2023-11-07,15,1,MOBILE,1001,2,3.648137557770354
2023-11-07,16,1,MOBILE,1001,5,3.0802468466490387
2023-11-07,17,1,MOBILE,1001,3,1.5928811827377258
2023-11-07,19,1,MOBILE,1001,6,2.104194339740729
2023-11-07,20,1,MOBILE,1001,1,1.712573429260654
2023-11-07,21,1,MOBILE,1001,9,2.300402086759804
2023-11-08,11,2,MOBILE,1002,2,1.3878056852477463
2023-11-08,11,2,MOBILE,1004,3,2.3809448944214435
2023-11-08,12,2,MOBILE,1004,3,2.5588284035375293
2023-11-08,13,2,MOBILE,1002,2,2.080715203655941
2023-11-08,14,2,MOBILE,1002,5,2.0022153200944794
2023-11-08,14,2,MOBILE,1004,2,2.8764681152541876
2023-11-08,17,2,MOBILE,1004,3,2.1590529522308306
2023-11-08,18,2,MOBILE,1003,3,3.4865205028714263
2023-11-08,18,2,MOBILE,1004,5,1.96668458879526
2023-11-08,19,2,MOBILE,1004,2,3.333401564772632
2023-11-08,20,2,MOBILE,1003,3,2.5397317141958236
2023-11-08,21,2,MOBILE,1003,2,3.2922863056848675
2023-11-08,21,2,MOBILE,1004,6,2.1893861949665623
2023-11-09,11,3,MOBILE,1002,6,2.711040349714778
2023-11-09,11,3,MOBILE,1004,2,2.755702619630492
2023-11-09,12,3,MOBILE,1004,3,2.4944204387110926
2023-11-09,13,3,MOBILE,1002,3,3.256753251406994
2023-11-09,13,3,MOBILE,1004,2,2.7563843725246002
2023-11-09,14,3,MOBILE,1002,2,2.245125984031036
2023-11-09,14,3,MOBILE,1004,2,2.1992785685127703
2023-11-09,15,3,MOBILE,1004,2,2.356224457805071
2023-11-09,16,3,MOBILE,1004,7,2.3618724538967975
2023-11-09,17,3,MOBILE,1003,5,3.110238818468465
2023-11-09,17,3,MOBILE,1004,4,2.3744403673379226
2023-11-09,18,3,MOBILE,1003,7,3.2253338752102496
2023-11-09,18,3,MOBILE,1004,4,2.284488962578918
2023-11-09,19,3,MOBILE,1004,9,2.213678117973302
2023-11-09,20,3,MOBILE,1003,8,3.098012350329673
2023-11-09,20,3,MOBILE,1004,2,3.1409326575264176
2023-11-09,21,3,MOBILE,1003,1,4.702410720225231
2023-11-09,21,3,MOBILE,1004,8,2.0451186880084915
2023-11-10,11,4,MOBILE,1002,4,2.9091151807995153
2023-11-10,11,4,MOBILE,1004,7,1.6605108059824825
2023-11-10,12,4,MOBILE,1002,4,1.6831721855464408
2023-11-10,12,4,MOBILE,1004,5,2.0849914515216814
2023-11-10,13,4,MOBILE,1002,5,2.402467906423257
2023-11-10,13,4,MOBILE,1004,5,2.0962200401494497
2023-11-10,14,4,MOBILE,1002,5,1.907006910995222
2023-11-10,14,4,MOBILE,1004,9,2.0414411382593682
2023-11-10,15,4,MOBILE,1004,5,1.8950422423811908
2023-11-10,16,4,MOBILE,1004,4,1.9935114653303918
2023-11-10,17,4,MOBILE,1003,7,3.5212873106794436
2023-11-10,17,4,MOBILE,1004,3,1.856670302510982
2023-11-10,18,4,MOBILE,1003,7,3.1534682371909035
2023-11-10,18,4,MOBILE,1004,5,1.760201934805839
2023-11-10,19,4,MOBILE,1003,1,2.9295032287234353
2023-11-10,19,4,MOBILE,1004,9,2.663705406853942
2023-11-10,20,4,MOBILE,1003,2,2.833636839664182
2023-11-10,20,4,MOBILE,1004,9,2.0886742764157193
2023-11-10,21,4,MOBILE,1003,2,3.9309683004628933
2023-11-10,22,4,MOBILE,1004,10,2.483839865144302
2023-11-10,23,4,MOBILE,1003,6,3.7973300117960602
2023-11-10,23,4,MOBILE,1004,3,2.4735019202855066
2023-11-11,11,5,MOBILE,1002,4,1.9103581250958237
2023-11-11,11,5,MOBILE,1004,1,2.050965016783294
2023-11-11,12,5,MOBILE,1002,4,2.3619025702200194
2023-11-11,12,5,MOBILE,1004,5,2.282412315565042
2023-11-11,13,5,MOBILE,1002,3,2.271182206702426
2023-11-11,13,5,MOBILE,1004,8,1.71017064161334
2023-11-11,14,5,MOBILE,1002,5,2.296623165384825
2023-11-11,14,5,MOBILE,1004,3,3.3812325828693575
2023-11-11,15,5,MOBILE,1004,4,3.2126594301684532
2023-11-11,16,5,MOBILE,1004,7,2.086752305601122
2023-11-11,17,5,MOBILE,1004,7,1.461428915439616
2023-11-11,18,5,MOBILE,1003,2,3.0043563787937386
2023-11-11,18,5,MOBILE,1004,4,2.4191155864796974
2023-11-11,19,5,MOBILE,1003,7,3.500240341139846
2023-11-11,19,5,MOBILE,1004,3,2.1065926910131565
2023-11-11,20,5,MOBILE,1003,6,4.10165632984254
2023-11-11,20,5,MOBILE,1004,3,2.728239204044815
2023-11-11,21,5,MOBILE,1003,3,4.18782281054824
2023-11-11,21,5,MOBILE,1004,7,2.7889992956609113
2023-11-11,22,5,MOBILE,1004,1,3.794629633737905
2023-11-11,23,5,MOBILE,1004,3,2.1131134645599476
2023-11-12,11,6,MOBILE,1002,2,2.8171142002362863
2023-11-12,11,6,MOBILE,1004,1,1.772206942754475
2023-11-12,12,6,MOBILE,1002,4,1.34589520857899
2023-11-12,12,6,MOBILE,1004,2,1.9612900165977407
2023-11-12,13,6,MOBILE,1002,1,1.105265786468569
2023-11-12,13,6,MOBILE,1004,3,2.31274244339699
2023-11-12,14,6,MOBILE,1002,3,1.6587077707399154
2023-11-12,17,6,MOBILE,1004,5,2.619783047110188
2023-11-12,18,6,MOBILE,1004,4,1.88342629084183
2023-11-12,19,6,MOBILE,1004,2,3.5354499665639163
2023-11-12,20,6,MOBILE,1004,4,2.4822037276680318
2023-11-12,21,6,MOBILE,1004,6,2.8672840828758424
2023-11-13,11,0,MOBILE,1002,1,3.785153690672196
2023-11-13,11,0,MOBILE,1004,2,3.062616851445118
2023-11-13,12,0,MOBILE,1002,5,1.9672847543983338
2023-11-13,12,0,MOBILE,1004,3,2.16465601529041
2023-11-13,13,0,MOBILE,1002,2,2.563634759041098
2023-11-13,13,0,MOBILE,1004,5,2.2324551206537633
2023-11-13,14,0,MOBILE,1004,2,2.7693426600084994
2023-11-13,16,0,MOBILE,1004,3,2.8448209988272204
2023-11-13,17,0,MOBILE,1004,4,1.341605873734534
2023-11-13,18,0,MOBILE,1004,6,1.7901678826662082
2023-11-13,20,0,MOBILE,1004,2,1.4623747337916764
2023-11-13,21,0,MOBILE,1004,2,2.165916152948272
2023-11-14,11,1,MOBILE,1002,1,2.396072034777078
2023-11-14,11,1,MOBILE,1004,2,2.107999192329518
2023-11-14,12,1,MOBILE,1002,4,1.9193905261558113
2023-11-14,12,1,MOBILE,1004,2,2.157977989139061
2023-11-14,13,1,MOBILE,1002,5,2.0998116888210663
2023-11-14,13,1,MOBILE,1004,3,2.9814132976105356
2023-11-14,14,1,MOBILE,1002,4,1.3507660612190275
2023-11-14,14,1,MOBILE,1004,3,2.6172566524480385
2023-11-14,15,1,MOBILE,1004,4,2.2974224037281723
2023-11-14,16,1,MOBILE,1004,2,2.4254682156375935
2023-11-14,17,1,MOBILE,1004,3,2.084558775583415
2023-11-14,18,1,MOBILE,1004,7,2.460488806769625
2023-11-14,20,1,MOBILE,1004,2,2.0066238630679543
2023-11-14,21,1,MOBILE,1004,3,1.8774210049299322
2023-11-15,11,2,MOBILE,1002,4,2.7426954134008685
2023-11-15,11,2,MOBILE,1004,3,1.8217127880231148
2023-11-15,12,2,MOBILE,1002,6,2.4353464999197305
2023-11-15,12,2,MOBILE,1004,3,2.9423864332536227
2023-11-15,13,2,MOBILE,1002,2,2.0867511274950337
2023-11-15,13,2,MOBILE,1004,3,2.7108873348587306
2023-11-15,14,2,MOBILE,1002,1,1.229381101729793
2023-11-15,14,2,MOBILE,1004,8,2.2394389050223347
2023-11-15,15,2,MOBILE,1004,7,1.7629661103901033
2023-11-15,16,2,MOBILE,1004,2,1.7902019419892934
2023-11-15,17,2,MOBILE,1003,3,3.4339231107042996
2023-11-15,17,2,MOBILE,1004,6,2.332496999007764
2023-11-15,18,2,MOBILE,1004,3,2.2525915844740676
2023-11-15,19,2,MOBILE,1003,7,3.750840634079828
2023-11-15,19,2,MOBILE,1004,4,2.0149502650302
2023-11-15,20,2,MOBILE,1003,3,3.893116157627572
2023-11-15,20,2,MOBILE,1004,3,2.3984102516221735
2023-11-15,21,2,MOBILE,1003,1,0.9883112212897389
2023-11-15,21,2,MOBILE,1004,8,1.6514914076599694
2023-11-16,11,3,MOBILE,1002,6,2.3857254750505383
2023-11-16,11,3,MOBILE,1004,6,2.439340689174456
2023-11-16,12,3,MOBILE,1002,6,2.3946250941840135
2023-11-16,12,3,MOBILE,1004,3,2.264921213169916
2023-11-16,13,3,MOBILE,1004,1,2.277816960797061
2023-11-16,14,3,MOBILE,1002,7,2.6544536114316464
2023-11-16,14,3,MOBILE,1004,8,2.1812541914879136
2023-11-16,15,3,MOBILE,1004,4,2.840068124814927
2023-11-16,16,3,MOBILE,1004,1,2.8546339964669203
2023-11-16,17,3,MOBILE,1003,1,2.74824864170411
2023-11-16,17,3,MOBILE,1004,3,2.6352489555246668
2023-11-16,18,3,MOBILE,1003,2,3.8126443691126166
2023-11-16,18,3,MOBILE,1004,3,3.5927129025870657
2023-11-16,19,3,MOBILE,1003,5,3.252878296274095
2023-11-16,19,3,MOBILE,1004,3,1.7514226731706894
2023-11-16,20,3,MOBILE,1004,7,2.8938827032502124
2023-11-16,21,3,MOBILE,1003,2,4.016909813457132
2023-11-16,21,3,MOBILE,1004,3,2.2580043110698194
2023-11-17,11,4,MOBILE,1002,3,2.3382546825490875
2023-11-17,11,4,MOBILE,1004,5,1.7107217701205801
2023-11-17,12,4,MOBILE,1002,4,2.059337321408463
2023-11-17,12,4,MOBILE,1004,8,2.420324494305762
2023-11-17,13,4,MOBILE,1002,2,2.2751671995223797
2023-11-17,13,4,MOBILE,1004,3,2.348445003941434
2023-11-17,14,4,MOBILE,1002,2,3.0522478076725212
2023-11-17,14,4,MOBILE,1004,4,1.9453380555657915
2023-11-17,15,4,MOBILE,1004,6,2.0003544807795417
2023-11-17,16,4,MOBILE,1004,4,2.24041730750243
2023-11-17,17,4,MOBILE,1003,6,3.729268625040266
2023-11-17,17,4,MOBILE,1004,2,2.362972714705169
2023-11-17,18,4,MOBILE,1004,3,2.814586156710179
2023-11-17,19,4,MOBILE,1003,4,3.5803206864178176
2023-11-17,19,4,MOBILE,1004,4,2.4942956824894176
2023-11-17,20,4,MOBILE,1003,1,0.9883709827952734
2023-11-17,20,4,MOBILE,1004,3,2.121952214649529
2023-11-17,21,4,MOBILE,1003,6,3.1913713323274533
2023-11-17,21,4,MOBILE,1004,1,1.4361755785517705
2023-11-17,22,4,MOBILE,1003,1,2.229521933201355
2023-11-17,22,4,MOBILE,1004,5,2.3813790857072648
2023-11-17,23,4,MOBILE,1003,1,2.102478488905267
2023-11-17,23,4,MOBILE,1004,4,2.62837807061235
2023-11-18,11,5,MOBILE,1002,2,3.1957551262387525
2023-11-18,11,5,MOBILE,1004,9,1.3090923143666027
2023-11-18,12,5,MOBILE,1002,3,2.15090987841887
2023-11-18,12,5,MOBILE,1004,3,2.2761738873337514
2023-11-18,13,5,MOBILE,1002,7,2.416773967535991
2023-11-18,13,5,MOBILE,1004,7,2.4358517534137554
2023-11-18,14,5,MOBILE,1002,2,3.256475998767363
2023-11-18,14,5,MOBILE,1004,5,2.71348575136713
2023-11-18,15,5,MOBILE,1004,2,2.7562668759253137
2023-11-18,16,5,MOBILE,1004,4,2.095155113815425
2023-11-18,17,5,MOBILE,1003,4,3.390802848068999
2023-11-18,17,5,MOBILE,1004,2,0.9330085058085287
2023-11-18,18,5,MOBILE,1003,2,3.7448089880928164
2023-11-18,18,5,MOBILE,1004,2,2.596914596997895
2023-11-18,19,5,MOBILE,1003,5,3.7582595159712255
2023-11-18,19,5,MOBILE,1004,5,1.9169069610855645
2023-11-18,20,5,MOBILE,1003,5,3.4627088281831675
2023-11-18,20,5,MOBILE,1004,2,2.7609620540832873
2023-11-18,21,5,MOBILE,1003,4,3.469069308558984
2023-11-18,21,5,MOBILE,1004,4,2.1172240340332804
2023-11-18,22,5,MOBILE,1003,7,3.0789564421608326
2023-11-18,22,5,MOBILE,1004,4,1.8314981452867936
2023-11-18,23,5,MOBILE,1003,2,2.7471468506196
2023-11-18,23,5,MOBILE,1004,4,1.6974097120080498
2023-11-19,11,6,MOBILE,1004,2,2.293712734349655
2023-11-19,12,6,MOBILE,1002,4,3.2175828892907106
2023-11-19,12,6,MOBILE,1004,2,2.3140418018445565
2023-11-19,13,6,MOBILE,1002,7,2.36170329008637
2023-11-19,13,6,MOBILE,1004,1,3.121712369080547
2023-11-19,14,6,MOBILE,1004,1,2.2242886930692745
2023-11-19,15,6,MOBILE,1004,3,2.91275989922922
2023-11-19,16,6,MOBILE,1004,3,2.877388224097828
2023-11-19,17,6,MOBILE,1004,2,1.6752450088360615
2023-11-19,18,6,MOBILE,1004,2,2.3710235108000073
2023-11-19,19,6,MOBILE,1004,3,2.9465916799937215
2023-11-19,20,6,MOBILE,1004,1,3.3306494870303
2023-11-20,11,0,MOBILE,1002,5,2.2655854644021405
2023-11-20,11,0,MOBILE,1004,1,1.5909596242442365
2023-11-20,12,0,MOBILE,1002,2,1.6872481688193648
2023-11-20,12,0,MOBILE,1004,3,2.3011032687071316
2023-11-20,13,0,MOBILE,1002,1,2.438566999883983
2023-11-20,13,0,MOBILE,1004,1,2.9254897608129142
2023-11-20,14,0,MOBILE,1002,5,2.3464729690682895
2023-11-20,14,0,MOBILE,1004,1,2.6603582737335882
2023-11-20,15,0,MOBILE,1004,2,1.8834708920221188
2023-11-20,16,0,MOBILE,1004,1,1.1630235504776103
2023-11-20,17,0,MOBILE,1004,3,2.4200728074683933
2023-11-20,18,0,MOBILE,1004,1,1.761408682372829
2023-11-20,19,0,MOBILE,1004,2,2.8245103519182253
2023-11-20,20,0,MOBILE,1004,1,2.9400615217721873
2023-11-20,21,0,MOBILE,1004,3,1.6313704699950016
2023-11-21,12,1,MOBILE,1002,3,2.3692975408098556
2023-11-21,12,1,MOBILE,1004,4,1.338912560978362
2023-11-21,13,1,MOBILE,1002,5,2.5582176789966797
2023-11-21,13,1,MOBILE,1004,1,1.3308261743114977
2023-11-21,14,1,MOBILE,1002,1,1.5605242706502693
2023-11-21,14,1,MOBILE,1004,5,1.1997354761325103
2023-11-21,16,1,MOBILE,1004,7,1.660880953628986
2023-11-21,17,1,MOBILE,1004,3,1.705849238074374
2023-11-21,19,1,MOBILE,1004,1,2.902158701554098
2023-11-21,20,1,MOBILE,1004,3,2.6371886887288656
2023-11-21,21,1,MOBILE,1004,3,2.439955496797499
2023-11-22,11,2,MOBILE,1002,4,2.2574028825670327
2023-11-22,11,2,MOBILE,1004,2,1.4160105955460052
2023-11-22,12,2,MOBILE,1002,5,2.4510459205480006
2023-11-22,12,2,MOBILE,1004,1,1.2270745443538817
2023-11-22,13,2,MOBILE,1002,5,2.4993036839830127
2023-11-22,13,2,MOBILE,1004,7,2.3394177369660354
2023-11-22,14,2,MOBILE,1002,2,2.1826175341045024
2023-11-22,14,2,MOBILE,1004,1,3.125660674456275
2023-11-22,15,2,MOBILE,1004,2,2.330894022902335
2023-11-22,16,2,MOBILE,1004,1,2.597646711162033
2023-11-22,17,2,MOBILE,1003,1,8.516311490181298
2023-11-22,17,2,MOBILE,1004,6,2.4745174428827483
2023-11-22,18,2,MOBILE,1003,20,9.562134312061996
2023-11-22,18,2,MOBILE,1004,6,1.947329964460831
2023-11-22,19,2,MOBILE,1003,8,12.490422390923142
2023-11-22,19,2,MOBILE,1004,2,3.2043581059324273
2023-11-22,20,2,MOBILE,1003,17,9.90501232395222
2023-11-22,20,2,MOBILE,1004,5,2.2839126977426396
2023-11-22,21,2,MOBILE,1003,4,11.478046868162902
2023-11-22,21,2,MOBILE,1004,3,1.5030411305153255
2023-11-23,11,3,MOBILE,1002,1,1.6857758338029263
2023-11-23,11,3,MOBILE,1004,4,2.579217805910988
2023-11-23,12,3,MOBILE,1002,5,1.9577642168161997
2023-11-23,12,3,MOBILE,1004,5,2.883509682048638
2023-11-23,13,3,MOBILE,1002,1,2.029264803586627
2023-11-23,13,3,MOBILE,1004,3,2.16230201130331
2023-11-23,14,3,MOBILE,1002,2,2.7389075801748293
2023-11-23,14,3,MOBILE,1004,2,2.9785798234408167
2023-11-23,15,3,MOBILE,1004,4,2.331481179967035
2023-11-23,16,3,MOBILE,1004,1,2.122566836477805
2023-11-23,17,3,MOBILE,1004,7,2.1899564437299697
2023-11-23,18,3,MOBILE,1003,1,4.107765818573445
2023-11-23,18,3,MOBILE,1004,1,0.8866069836338384
2023-11-23,19,3,MOBILE,1003,1,5.474287908996045
2023-11-23,19,3,MOBILE,1004,3,2.6102260767914727
2023-11-23,20,3,MOBILE,1003,1,1.8432867872179288
2023-11-23,20,3,MOBILE,1004,1,2.0001805966002726
2023-11-23,21,3,MOBILE,1004,6,2.280139003694266
2023-11-24,11,4,MOBILE,1002,4,3.081298128219802
2023-11-24,11,4,MOBILE,1004,2,0.9326261565297758
2023-11-24,12,4,MOBILE,1002,4,2.9026695297698795
2023-11-24,12,4,MOBILE,1004,5,2.1976140684330883
2023-11-24,13,4,MOBILE,1002,2,2.4910991268845186
2023-11-24,13,4,MOBILE,1004,4,2.0571552529983883
2023-11-24,14,4,MOBILE,1002,6,2.203306776656461
2023-11-24,14,4,MOBILE,1004,6,1.967084702083972
2023-11-24,16,4,MOBILE,1004,1,4.019645738914904
2023-11-24,17,4,MOBILE,1003,1,4.5782515943588065
2023-11-24,17,4,MOBILE,1004,3,2.2362550198266224
2023-11-24,18,4,MOBILE,1003,2,2.720361664741953
2023-11-24,18,4,MOBILE,1004,1,3.3998239794397573
2023-11-24,19,4,MOBILE,1003,1,2.8443982284243727
2023-11-24,19,4,MOBILE,1004,8,2.541914678000091
2023-11-24,20,4,MOBILE,1003,2,3.905311383148409
2023-11-24,20,4,MOBILE,1004,5,2.30756846595418
2023-11-24,21,4,MOBILE,1003,4,2.5934812002450007
2023-11-24,21,4,MOBILE,1004,3,2.2485418558946555
2023-11-24,22,4,MOBILE,1003,2,2.9789511761659426
2023-11-24,22,4,MOBILE,1004,4,2.1765528734278794
2023-11-24,23,4,MOBILE,1003,1,3.730768074445643
2023-11-24,23,4,MOBILE,1004,5,1.695076407701503
2023-11-25,11,5,MOBILE,1002,5,2.143231429648582
2023-11-25,11,5,MOBILE,1004,5,2.434454113010657
2023-11-25,12,5,MOBILE,1002,6,1.9762666283752501
2023-11-25,12,5,MOBILE,1004,1,1.811294674239355
2023-11-25,13,5,MOBILE,1002,7,2.8169783892791895
2023-11-25,13,5,MOBILE,1004,3,2.200371108274659
2023-11-25,14,5,MOBILE,1002,3,2.130168113452137
2023-11-25,14,5,MOBILE,1004,1,0.9956180336606544
2023-11-25,15,5,MOBILE,1004,1,1.8530577602904297
2023-11-25,16,5,MOBILE,1004,5,2.619039876754877
2023-11-25,17,5,MOBILE,1003,2,2.8761706091033554
2023-11-25,17,5,MOBILE,1004,4,2.219134716156385
2023-11-25,18,5,MOBILE,1003,5,3.2657439285873524
2023-11-25,18,5,MOBILE,1004,4,2.73988953282912
2023-11-25,19,5,MOBILE,1003,5,3.565471202607438
2023-11-25,19,5,MOBILE,1004,4,1.9575306912499006
2023-11-25,20,5,MOBILE,1003,9,2.754553161270237
2023-11-25,20,5,MOBILE,1004,11,2.1787520114438377
2023-11-25,21,5,MOBILE,1003,2,2.955497684032803
2023-11-25,21,5,MOBILE,1004,4,2.43058421681018
2023-11-25,22,5,MOBILE,1003,1,3.9326487708536093
2023-11-25,22,5,MOBILE,1004,3,1.9747395778467822
2023-11-25,23,5,MOBILE,1003,6,3.160032642378814
2023-11-25,23,5,MOBILE,1004,2,2.316071326380303
2023-11-26,11,6,MOBILE,1002,2,2.5325645754667385
2023-11-26,11,6,MOBILE,1004,3,1.0103980377768935
2023-11-26,12,6,MOBILE,1004,3,3.427032619763434
2023-11-26,13,6,MOBILE,1002,4,2.7784208216066975
2023-11-26,13,6,MOBILE,1004,7,2.010899220647091
2023-11-26,14,6,MOBILE,1002,3,2.3009287468357003
2023-11-26,14,6,MOBILE,1004,6,2.429356921772889
2023-11-26,15,6,MOBILE,1004,4,1.6383541381113267
2023-11-26,16,6,MOBILE,1004,2,2.9123208915225374
2023-11-26,18,6,MOBILE,1004,3,2.605962527898322
2023-11-26,19,6,MOBILE,1004,2,1.869363642416206
2023-11-26,20,6,MOBILE,1004,3,2.0452954446163405
2023-11-26,21,6,MOBILE,1004,3,3.119966611729879
2023-11-27,11,0,MOBILE,1002,4,1.999747335776683
2023-11-27,11,0,MOBILE,1004,2,1.9742916921159703
2023-11-27,12,0,MOBILE,1004,5,1.804237096835243
2023-11-27,13,0,MOBILE,1002,2,2.694025767760266
2023-11-27,13,0,MOBILE,1004,2,1.9560708813806855
